[INFO] 2026-06-12 09:49:40 | =======================================================
[INFO] 2026-06-12 09:49:40 |   PERCEPTRA AI Engine — Starting
[INFO] 2026-06-12 09:49:40 | =======================================================
[INFO] 2026-06-12 09:49:40 | [loader] Loading YOLOv8 model from: models/yolov8n.pt
[INFO] 2026-06-12 09:49:40 | [loader] Model loaded successfully — 3.2M parameters
[INFO] 2026-06-12 09:49:44 | [embeddings] Registered face loaded: JD
[INFO] 2026-06-12 09:49:45 | [embeddings] Registered face loaded: Jean de Dieu
[INFO] 2026-06-12 09:49:45 | [embeddings] 2 registered faces loaded.
[INFO] 2026-06-12 09:49:45 | [recognizer] Background recognition worker started.
[INFO] 2026-06-12 09:49:45 | [health] Heartbeat server running on port 8080 → GET /health
[INFO] 2026-06-12 09:49:46 | [main] Stream started — 640x480 @ 30fps
[INFO] 2026-06-12 09:49:46 | [main] Inference loop starting...
[WARNING] 2026-06-12 09:49:46 | [main] No frame received — camera unavailable.
[INFO] 2026-06-12 09:49:47 | [publisher] WebSocket connected: ws://localhost:5000/ws/events
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:47 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:48 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [recognizer] Best match: JD score=0.8147 threshold=0.9000
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:49 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [recognizer] Best match: JD score=0.8461 threshold=0.9000
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [recognizer] Best match: JD score=0.6139 threshold=0.9000
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [recognizer] Best match: JD score=0.7116 threshold=0.9000
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:50 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [recognizer] Best match: JD score=0.8036 threshold=0.9000
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:51 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [recognizer] Best match: JD score=0.8475 threshold=0.9000
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
[INFO] 2026-06-12 09:49:52 | [recognizer] Best match: JD score=0.7356 threshold=0.9000
[INFO] 2026-06-12 09:49:52 | [publisher] Event posted: person [medium]
